words,pos
quành,other
quánh,adjective
quạnh hiu,adjective
quạnh quẽ,adjective
quào,other
quát,verb
quát mắng,other
quạt,noun
quay,"noun,verb"
quay cóp,other
quay cuồng,other
quay đơ,"noun,verb"
quay phim,other
quay quắt,adjective
quảy,verb
quắc,other
quắc thước,other
quắm,verb
quặm,other
quăn,verb
quăn queo,"verb,noun"
quằn,verb
quằn quại,verb
quắn,adjective
quặn,verb
quăng,verb
quặng,noun
quắp,verb
quặp,verb
quắt,verb
quắt quéo,adjective
quặt,verb
quặt quẹo,adjective
quân,other
quân bị,other
quân bình,other
quân ca,other
quân cảng,noun
quân cảnh,noun
quân chính,other
quân chủ,other
quân công,noun
quân dịch,noun
quân địch,noun
quân đoàn,noun
quân đội,noun
quân hàm,noun
quân hiệu,noun
quân khu,noun
quân kỳ,noun
quân lệnh,other
quân lính,noun
quân luật,noun
quân lực,noun
quân nhân,noun
quân pháp,noun
quân phiệt,noun
quân quản,other
quân sĩ,noun
quân số,other
quân sư,noun
quân sự,noun
quân tử,noun
quân y,noun
quần,noun
quần áo,noun
quần chúng,noun
quần đảo,noun
quần thần,noun
quần tụ,noun
quần vợt,noun
quẩn,other
quẫn bách,other
quẫn trí,other
quấn,verb
quấn quít,adjective
quận,noun
quận chúa,other
quận công,other
quận trưởng,noun
quận vương,other
quầng,noun
quất,noun
quất hồng bì,noun
quật,verb
quật cường,adjective
quật khởi,"verb,noun"
quây,verb
quây quần,noun
quầy,noun
quấy,verb
quấy nhiễu,"verb,noun"
quấy rầy,"verb,noun"
quấy rối,"verb,noun"
quậy,verb
que,"noun,adjective"
que đan,noun
que hàn,other
què,"noun,adjective"
què quặt,"noun,adjective"
quẻ,noun
quen,verb
quen biết,other
quen thói,other
quèn,adjective
queo,verb
quéo,"verb,noun"
quẹo,verb
quét,verb
quét dọn,verb
quét tước,"verb,noun"
quẹt,verb
quê,noun
quê hương,noun
quê mùa,other
quê người,other
quế,noun
quên,verb
quên lãng,"verb,noun"
quết,verb
quết trần,other
quệt,verb
qui,other
qui chế,other
qui định,noun
qui mô,other
qui trình,noun
qui ước,other
quì,other
quỉ,noun
quỉ quyệt,adjective
quỉ thuật,noun
quĩ,noun
quĩ đạo,noun
quĩ tích,noun
quí,other
quí khách,other
quí phái,other
quí tộc,other
quí vật,noun
quị,other
quít,verb
quịt,verb
quốc,other
quốc ca,noun
quốc công,other
quốc dân,other
quốc doanh,noun
quốc gia,noun
quốc giáo,other
quốc hội,noun
quốc huy,noun
quốc hữu hóa,other
quốc khánh,other
quốc kỳ,noun
quốc lộ,noun
quốc ngữ,other
quốc phòng,noun
quốc tế,other
quốc tịch,other
quốc văn,other
quốc xã,other
quơ,other
quở,verb
quở trách,verb
quyên,noun
quyên sinh,other
quyền,noun
quyền bính,noun
quyền hạn,noun
quyền hành,other
quyền lợi,noun
quyền lực,noun
quyền thuật,noun
quyền uy,other
quyển,noun
quyến luyến,"noun,verb"
quyến rũ,verb
quyến thuộc,other
quyết,"verb,adjective"
quyết chiến,other
quyết định,"verb,noun"
quyết liệt,adjective
quyết tâm,other
quyết toán,noun
quỳnh,other
quỳnh tương,other
ra,other
ra dáng,other
ra đi,other
ra đời,other
ra hiệu,other
ra lịnh,other
ra mắt,other
ra mặt,other
ra oai,other
ra rả,other
ra rìa,noun
ra sức,other
ra tòa,other
ra vẻ,other
rá,other
rạ,other
rác,noun
rạc,adjective
rạc cẳng,other
rách,noun
rách rưới,"noun,adjective"
rạch,noun
rạch ròi,adjective
rải,verb
rải rác,other
rải rắc,verb
rái cá,noun
ram,other
rám nắng,noun
rạm,noun
rán,adverb
rạn,adjective
rạn nứt,noun
rang,"verb,noun"
ràng,other
ràng buộc,noun
rạng rỡ,adjective
ranh,other
ranh con,other
ranh giới,other
ranh ma,other
ranh mãnh,adjective
rành,adjective
rành mạch,adjective
rảnh,adjective
rảnh mắt,other
rảnh rang,adjective
rảnh tay,other
rãnh,noun
rao,verb
rào,noun
ráo,other
ráo riết,other
rạo rực,adjective
ráp,adjective
rạp,noun
rạp hát,noun
rát,other
rau,noun
rày,other
ráy tai,other
rắc,verb
rắc rối,noun
rắn,noun
rắn chắc,adjective
rắn dọc dưa,other
rắn hổ lửa,noun
rắn hổ mang,noun
rắn lục,noun
răng,noun
răng cửa,noun
răng giả,noun
răng khôn,noun
răng nanh,noun
rằng,other
rặng,noun
râm,noun
râm bụt,noun
rầm rì,other
rầm rộ,adjective
rậm,adjective
rần rần,other
rận,noun
rập,other
rập rờn,adjective
rất,adverb
rất mực,other
râu,noun
rầu,adjective
rây,noun
rầy,noun
rầy rà,adjective
rẫy,noun
rè,adjective
rẻ,adjective
rẽ,verb
rèm,noun
ren,adjective
rèn,"noun,verb"
rèn luyện,other
reo,adjective
réo,adjective
rét,noun
rê,noun
rể,noun
rễ,noun
rế,noun
rên,other
rên xiết,other
rệp,noun
rết,other
rêu,noun
rêu rao,other
rì rào,noun
rỉ,noun
ria,other
rìa,noun
rỉa,verb
riêng,adjective
riêu cua,noun
rịn,other
ring,other
rình,other
rịt,other
rìu,noun
rỏ,adjective
rõ,adjective
rõ ràng,other
rọ,other
róc,other
róc rách,other
rọc,other
roi,"verb,noun"
roi da,other
rọi,"verb,adverb"
rón rén,other
rong,noun
rong chơi,other
rong huyết,noun
ròng,noun
ròng rọc,noun
rót,noun
rô,other
rồ,adjective
rổ,noun
rỗ,adjective
rồi,other
rỗi,adjective
rối,"adjective,noun"
rối loạn,noun
rối ren,other
rối rít,other
rối trí,other
rốn,noun
rồng,noun
rỗng,adjective
rống,noun
rộng,adjective
rộng lớn,other
rộng lượng,adjective
rộng thênh thang,adjective
rốt cuộc,other
rơ,other
rờ,other
rợ,other
rơi,verb
rơi lệ,other
rơi rớt,"verb,noun"
rời,verb
rời rã,"verb,adjective"
rời rạc,adjective
rơm,noun
rơm rác,noun
rớt,verb
ru,other
ru ngủ,other
rủ rê,other
rũ,verb
rũ rượi,adjective
rú,other
rùa,noun
rủa,verb
rũa,noun
rúc,verb
rục,other
rục rịch,other
rủi,"adjective, noun"
run,verb
run sợ,other
rung,"noun,verb"
rung động,"verb,noun"
rùng mình,other
rùng rợn,adjective
rụng,verb
rụng rời,adjective
ruốc,noun
ruồi,noun
ruồng bỏ,verb
ruồng rẫy,"verb,noun"
ruộng,noun
ruộng đất,noun
ruộng muối,noun
ruộng nương,noun
ruột,noun
ruột gà,noun
ruột già,noun
ruột non,noun
ruột thừa,noun
rút,verb
rút lui,other
rút ngắn,"verb,adjective"
rụt,verb
rụt rè,adjective
rửa,verb
rửa ảnh,other
rửa nhục,other
rửa tội,other
rữa,verb
rựa,noun
rực rỡ,adjective
rưng rưng,adjective
rừng,noun
rừng rậm,noun
rước,verb
rước khách,other
rưỡi,other
rưới,verb
rườm rà,adjective
rướm,verb
rương,noun
rường cột,noun
rượt,verb
rượt theo,other
rượu,noun
rượu bia,noun
rượu chát,noun
rượu đế,noun
rượu vang,noun
sa,other
sa bàn,noun
sa chân,other
sa cơ,other
sa đà,other
sa đề,noun
sa đọa,"noun,verb"
sa lầy,other
sa mạc,noun
sa ngã,"verb,noun"
sa sầm,adjective
sa sẩy,other
sa sút,adjective
sa thải,other
sà,other
sà lan,other
sà lúp,noun
sả,noun
sá,other
sá bao,other
sá chi,other
sá gì,other
sá kể,other
sạ,other
sách,noun
sách giáo khoa,other
sách lược,noun
sách nhiễu,noun
sách trắng,other
sách vở,noun
sạch,adjective
sạch bong,adjective
sạch mắt,other
sạch sẽ,adjective
sạch trơn,adjective
sạch trụi,adjective
sai,"adjective,verb"
sai bảo,other
sai biệt,other
sai lạc,other
sai lầm,noun
sai ngoa,other
sai sót,"noun,verb"
sai số,noun
sai trái,other
sài lang,other
sải,verb
sải cánh,noun
sái,"verb,adjective"
sam,adjective
sàm báng,other
sàm nịnh,other
sám hối,"verb,noun"
sạm,adjective
san bằng,other
san định,other
san hô,noun
san sát,adjective
san sẻ,verb
sàn,noun
sàn sàn,noun
sản,other
sản hậu,noun
sản khoa,noun
sản lượng,noun
sản nghiệp,noun
sản phẩm,noun
sản sinh,verb
sản vật,noun
sản xuất,verb
sán,other
sán dây,noun
sán lá,other
sán lãi,other
sán xơ mít,noun
sạn,adjective
sang,"verb,adjective"
sang ngang,other
sang sảng,adjective
sang số,other
sang tay,other
sang tên,other
sang trọng,adjective
sàng,noun
sàng lọc,other
sảng,adjective
sảng khoái,adjective
sáng,"adjective, noun"
sáng bóng,adjective
sáng chế,noun
sáng choang,other
sáng chói,adjective
sáng dạ,adjective
sáng kiến,noun
sáng lập,verb
sáng loáng,adjective
sáng mắt,other
sáng ngời,adjective
sáng rực,adjective
sáng sớm,other
sáng sủa,adjective
sáng suốt,adjective
sáng tác,other
sáng tai,other
sáng tạo,"verb,noun"
sáng trưng,adjective
sáng ý,other
sanh,other
sành,adjective
sành sỏi,adjective
sánh,adjective
sánh bước,other
sánh duyên,other
sánh vai,other
sao,other
sao bản,other
sao băng,noun
sao chép,"verb,noun"
sao cho,other
sao chổi,noun
sao đành,other
sao hôm,other
sao mai,other
sao tẩm,other
sao tua,other
sào,noun
sào huyệt,noun
sào sạo,adjective
sáo,noun
sáo sậu,noun
sạo,other
sap,other
sáp,noun
sáp nhập,verb
sat,other
sát,"verb,adjective"
sát cánh,other
sát hạch,other
sát hại,"verb,noun"
sát khí,noun
sát nhân,noun
sát sạt,adjective
sát sinh,"noun,verb"
sát trùng,noun
sạt nghiệp,other
sau,other
sau đó,other
sau hết,other
sau lưng,other
sau này,other
sau rốt,other
sáu,other
sáu mươi,other
say,other
say đắm,verb
say mê,other
say sưa,other
sắc,"adjective,noun"
sắc bén,adjective
sắc cạnh,other
sắc chỉ,other
sắc chiếu,other
sắc đẹp,noun
sắc lệnh,noun
sắc mặt,noun
sắc sảo,adjective
sắc thái,noun
sặc,"verb,noun"
sặc sỡ,adjective
sặc sụa,adjective
săm,other
săm lốp,"verb,noun"
sắm,verb
sắm sửa,"verb,noun"
sắm vai,other
sặm màu,adjective
săn,verb
săn bắn,"verb,noun"
săn bắt,other
săn sóc,"verb,noun"
sẵn,adjective
sẵn có,other
sẵn dịp,other
sẵn lòng,other
sẵn sàng,other
sắn,noun
sắn dây,noun
săng,noun
sằng sặc,adjective
sắp,other
sắp chữ,other
sắp đặt,"verb,noun"
sắp hàng,other
sắp xếp,verb
sắt,noun
sắt son,"noun,adjective"
sắt tây,noun
sâm,noun
sâm banh,noun
sâm cầm,noun
sầm,other
sầm uất,adjective
sẩm tối,noun
sẫm,adjective
sấm,noun
sấm ngôn,noun
sấm sét,noun
sậm sựt,adjective
sân,noun
sân bay,noun
sân bóng,noun
sân cỏ,noun
sân khấu,noun
sân si,noun
sân vận động,noun
sần,adjective
sần sùi,adjective
sẩn,other
sấn,other
sấn sổ,other
sấp,"adjective,verb"
sấp mặt,other
sấp ngửa,other
sập,noun
sâu,adjective
sâu cay,other
sâu độc,"adjective,noun"
sâu kín,adjective
sâu mọt,noun
sâu róm,other
sâu sắc,other
sầu,noun
sầu khổ,noun
sầu muộn,noun
sầu thảm,adjective
sấu,noun
sây sát,adjective
sầy,other
sẩy,verb
sẩy chân,other
sẩy tay,other
sẩy thai,noun
sấy,verb
sậy,noun
se,other
sẻ,"noun,verb"
sẽ,other
sẽ hay,other
séc,other
sém,noun
sen,noun
sẹo,noun
sét,noun
sề,other
sệ,adjective
sệ nệ,other
sên,other
sểnh,other
sểnh tay,other
sệt,adjective
sếu,noun
si,other
si tình,other
sì,other
sỉ,noun
sỉ nhục,noun
sĩ diện,noun
sĩ phu,other
sĩ quan,other
sĩ số,noun
sĩ tốt,other
sĩ tử,noun
sịch,other
siểm nịnh,other
siêng,adjective
siêng năng,adjective
siết,verb
siêu,adjective
siêu âm,noun
siêu cường,noun
siêu đẳng,adjective
siêu nhân,noun
siêu nhiên,noun
siêu phàm,noun
siêu thanh,noun
siêu tự nhiên,other
sinh,"verb,noun"
sinh dục,noun
sinh dưỡng,noun
sinh đôi,other
sinh động,adjective
sinh hạ,other
sinh hóa học,other
sinh hoạt,other
sinh học,other
sinh kế,noun
sinh khí,noun
sinh lực,noun
sinh lý,other
sinh lý học,other
sinh mệnh,noun
sinh nhật,other
sinh quán,other
sinh ra,other
sinh sản,noun
sinh sắc,other
sinh sống,other
sinh sự,other
sinh thái học,other
sinh thời,other
sinh tố,noun
sinh tồn,noun
sinh trưởng,"verb,noun"
sinh tử,other
sinh vật,noun
sinh vật học,other
sinh viên,noun
sình,adjective
sình lầy,noun
sính,verb
sít,verb
sít sao,other
so,other
so bì,other
so le,other
so sánh,other
sò,other
sọ,noun
sọ dừa,noun
soán đoạt,"verb,noun"
soạn,verb
soạn giả,noun
soạn thảo,"verb,noun"
soát,verb
sóc,noun
sọc,noun
soi,other
soi xét,other
sỏi,noun
sõi,other
sói,noun
sóm sém,noun
sọm,adverb
son,noun
son sắt,noun
son trẻ,other
song,noun
song hành,other
song hỉ,other
song le,other
song mã,noun
song phương,other
song song,"noun,adjective"
song thân,noun
song toàn,other
sòng,noun
sòng bạc,noun
sòng phẳng,noun
sóng,noun
sóng gió,noun
sóng sánh,adjective
sóng sượt,noun
soóc,other
sót,noun
sọt,noun
sô cô la,noun
sô vanh,noun
sồ,other
sổ,noun
sổ lông,noun
sổ lồng,noun
sổ sách,noun
sổ tay,noun
sỗ sàng,adjective
số,noun
số bị chia,other
số chia,other
số đông,other
số hạng,noun
số học,other
số liệu,noun
số lượng,other
số một,other
số tử vi,other
sôi,verb
sôi gan,other
sôi nổi,adjective
sôi sục,verb
sồi,noun
sồn sồn,other
sồn sột,adjective
sông,noun
sông ngòi,noun
sông núi,other
sổng,adjective
sống,verb
sống chết,other
sống còn,other
sống sít,other
sống sót,"verb,noun"
sống sượng,adjective
sống thừa,other
sống trâu,other
sộp,other
sốt,"noun,verb"
sốt dẻo,noun
sốt rét,other
sốt ruột,other
sốt sắng,adjective
sốt vó,other
sột soạt,other
sơ,adjective
sơ bộ,other
sơ cấp,other
sơ đồ,noun
sơ giao,other
sơ hở,noun
sơ khai,adjective
sơ khảo,other
sơ lược,other
sơ mi,noun
sơ qua,other
sơ sinh,noun
sơ suất,noun
sơ tán,noun
sơ thẩm,other
sơ ý,adjective
sờ,verb
sờ mó,verb
sờ sờ,adjective
sở,noun
sở cầu,other
sở đoản,noun
sở hữu,other
sở khanh,other
sở nguyện,noun
sở tại,other
sở thích,other
sở thú,noun
sở trường,noun
sớ,noun
sợ,"verb,adjective"
sợ hãi,other
sởi,verb
sợi,noun
sớm,adverb
sớm hôm,other
sớm mai,other
sớm tối,other
sơn,noun
sơn ca,noun
sơn cốc,noun
sơn dầu,noun
sơn dương,noun
sơn hào,noun
sơn khê,other
sơn mài,noun
sơn nhân,other
sơn thần,other
sơn thủy,noun
sờn,noun
sờn lòng,other
sởn,other
sởn mởn,other
sớt,verb
stand.,other
stick,other
su hào,noun
su su,noun
sú,adjective
sụ,other
sủa,verb
suất,noun
súc,other
súc sắc,adjective
súc sinh,noun
súc tích,adjective
súc vật,noun
sục,verb
sục sạo,verb
sui,other
sùi,adjective
sùi sụt,noun
sủi bọt,noun
sum họp,other
sum sê,adjective
sum vầy,other
sụm,verb
sún,verb
sụn,noun
sung,"verb,noun"
sung công,other
sung huyết,noun
sung mãn,adjective
sung sức,other
sung sướng,adjective
sung túc,other
sùng,noun
sùng bái,other
sùng đạo,other
sùng kính,other
sủng ái,other
súng,noun
súng cao su,noun
súng cối,noun
súng lục,noun
súng ngắn,noun
súng trường,noun
suối,noun
suối vàng,other
suôn,adjective
suôn sẻ,adjective
suông,adjective
suồng sã,adjective
suốt,adverb
suốt đời,other
súp de,noun
sụp,verb
sụp đổ,"verb,noun"
sút,other
sút kém to,"adjective,adverb"
sụt,verb
suy,other
suy biến,noun
suy di,other
suy diễn,"verb,noun"
suy đồi,noun
suy luận,"noun,verb"
suy lý,other
suy nghĩ,"verb,noun"
suy nhược,adjective
suy rộng ra,other
suy suyển,"noun,adjective"
suy tàn,"noun,adjective"
suy thoái,noun
suy tôn,other
suy xét,"verb,noun"
suy yếu,adjective
suyễn,adjective
suýt,adverb
suýt nữa,other
suýt soát,other
sư,noun
sư cụ,noun
sư đệ,other
sư huynh,other
sư phạm,noun
sư phó,other
sư phụ,other
sư trưởng,other
sư tử,noun
sử,other
sử dụng,verb
sử gia,noun
sử học,noun
sử ký,other
sử lược,noun
sử sách,noun
sứ,noun
sứ đoàn,noun
sứ giả,noun
sứ mệnh,noun
sứ quán,noun
sự,other
sự cố,noun
sự kiện,noun
sự nghiệp,noun
sự thể,noun
sự thế,other
sự thực,noun
sự tích,noun
sự vật,noun
sự việc,noun
sửa,verb
